Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
58583724,"Twisted Games (Twisted, #2)",Ana Huang,"Huang, Ana",,1087886651,9781087886657,3,4.13,Boba Press,Paperback,454,2021,2021,1/12/2022,12/2/2021,2022,2022 (#5),read,"3 stars. This was definitely not as good as the previous book. It was boring and VERY predictable. I wasn't even shocked when he turned out to be royalty and that the cousin turned out to be a good person. Also, the fact that there wasn't any side plot was disappointing. all in all, it was an unremarkable read. But I'm definitely gonna keep reading the series because I enjoyed the previous book too much to stop.",,,1,0
60224226,"Twisted Hate (Twisted, #3)",Ana Huang,"Huang, Ana",,1735056693,9781735056692,3,4.04,Ana Huang,Paperback,504,2022,2022,1/30/2022,1/12/2022,2022,2022 (#13),read,"3.5 stars. I dont have much to say about this one. It was better than the previous one but no where near as good as the first one. While I wasn't entirely bored with one, I was completely captivated either. I barely even remember the events that has happened. Never the less I'm definitely going to read the last book when it comes out.",,,1,0
61299473,Twisted Lies,Ana Huang,"Huang, Ana",,,,4,4.24,,,352,2022,2022,7/3/2022,7/2/2022,2022,2022 (#48),read,,,,1,0
57936251,"Twisted Love (Twisted, #1)",Ana Huang,"Huang, Ana",,1087939275,9781087939278,5,3.74,Boba Press,Paperback,358,2021,2021,1/9/2022,12/2/2021,2022,2022 (#4),read,"First 5⭐️ of the year.<br/>I literally devoured this book in a day. I couldn't put it down. Ava was definitely my favorite between her and Alex. Seriously, Ava drama was epic, the whole domestic abuse and gaslighting made this book so thrilling since I did not expect it to be so dark. Honestly, though it was not surprising that his uncle was behind the murder of his family. No one that narcissistic would help their nephew out of goodwill.<br/>P.S. Alex should have has blue or grey eyes. Green is too warm of color for him",,,1,0
53575613,"Shattered Kingdom (Shattered Kingdom, #1)",Angelina J. Steffort,"Steffort, Angelina J.",,,,0,4.1,MK ,Kindle Edition,472,2020,2020,,11/6/2022,to-read,to-read (#106),to-read,,,,0,0
34530151,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,,,4,4.48,Walker Books,Paperback,438,2017,2017,2/12/2018,2/3/2018,2018,2018 (#5),read,,,,1,0
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,,,0,4.48,Balzer + Bray,Hardcover,454,2017,2017,,12/5/2017,,,read,,,,1,0
31829155,"Red Winter (Red Winter Trilogy, #1)",Annette Marie,"Marie, Annette",,1988153085,9781988153087,0,4.29,Dark Owl Fantasy Inc.,Paperback,346,2016,2016,,11/6/2022,to-read,to-read (#115),to-read,,,,0,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,1476746583,9781476746586,5,4.32,Scribner,Hardcover,531,2014,2014,3/21/2023,1/20/2018,"2023, owned","2023 (#7), owned (#68)",read,,,,1,0
54359996,King of the Dark (The Prince's Assassin #1),Ariana Nash,"Nash, Ariana",,,,0,4.03,Crazy Ace Publishing,Kindle Edition,354,2020,2020,,11/6/2022,to-read,to-read (#116),to-read,,,,0,0
930,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,0739326228,9780739326220,0,4.15,Random House Large Print,Hardcover,434,2005,1997,,10/11/2022,to-read,to-read (#97),to-read,,,,0,0
50485649,In My Dreams I Hold a Knife,Ashley Winstead,"Winstead, Ashley",,172822988X,9781728229881,0,3.88,Sourcebooks Landmark,Hardcover,345,2021,2021,,5/28/2022,to-read,to-read (#49),to-read,,,,0,0
44163860,"Oath Taker (Kingdom of Runes, #1)",Audrey  Grey,"Grey, Audrey",,1733747206,,0,3.84,Starfall Press,Kindle Edition,369,2019,2019,,11/6/2022,to-read,to-read (#110),to-read,,,,0,0
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,,9781939126016,0,3.99,Zola Books,ebook,537,2013,2003,,2/26/2022,to-read,to-read (#32),to-read,,,,0,0
75302266,A Study in Drowning,Ava Reid,"Reid, Ava",,0063211505,9780063211506,0,4.03,HarperTeen,Hardcover,378,2023,2023,,10/24/2023,currently-reading,currently-reading (#6),currently-reading,,,,1,0
56978100,The Girl Who Fell Beneath the Sea,Axie Oh,"Oh, Axie",Kuri Huang,1250780861,9781250780867,0,4.13,Feiwel & Friends,Hardcover,325,2022,2022,,11/7/2022,to-read,to-read (#133),to-read,,,,0,0
49228706,I Want to Die But I Want to Eat Tteokpokki,Baek Se-hee,"Se-hee, Baek",Hyacinta Louisa,,9786237351030,0,3.38,Penerbit Haru,Paperback,232,2019,2018,,8/14/2023,to-read,to-read (#225),to-read,,,,0,0
7791997,"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,"Fitzpatrick, Becca",,1416989439,9781416989431,2,3.99,Simon & Schuster,Hardcover,427,2010,2010,,4/23/2016,,,read,,,,1,0
12751687,"Finale (Hush, Hush, #4)",Becca Fitzpatrick,"Fitzpatrick, Becca",,1442426675,9781442426672,2,4.13,Simon & Schuster,Hardcover,466,2012,2012,,4/23/2016,,,read,,,,1,0
6339664,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,"Fitzpatrick, Becca",,1416989412,9781416989417,3,3.93,Simon & Schuster,Hardcover,391,2009,2009,,4/23/2016,,,read,,,,1,0
10637766,"Silence (Hush, Hush, #3)",Becca Fitzpatrick,"Fitzpatrick, Becca",,1442426640,9781442426641,2,4.08,Simon & Schuster,Hardcover,440,2011,2011,,4/23/2016,,,read,,,,1,0
59088365,Honey & Spice,Bolu Babalola,"Babalola, Bolu",,0063141485,9780063141483,0,3.93,William Morrow,Hardcover,368,2022,2022,,2/14/2023,to-read,to-read (#197),to-read,,,,0,0
58065033,Lessons in Chemistry,Bonnie Garmus,"Garmus, Bonnie",,,,0,4.31,Doubleday Books,Hardcover,390,2022,2022,,12/29/2022,to-read,to-read (#177),to-read,,,,0,0
40864775,"Mistborn: The Final Empire (The Mistborn Saga, #1)",Brandon Sanderson,"Sanderson, Brandon",,1250318548,9781250318541,5,4.47,Tom Doherty Associates,Mass Market Paperback,647,2019,2006,6/19/2023,12/29/2022,"2023, owned","2023 (#16), owned (#73)",read,,,,1,0
9647295,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,0765365278,9780765365279,0,4.65,Tom Doherty,Mass Market Paperback,1258,2011,2010,,10/13/2023,currently-reading,currently-reading (#5),currently-reading,,,,1,0
43204703,"A Curse So Dark and Lonely (Cursebreakers, #1)",Brigid Kemmerer,"Kemmerer, Brigid",,1681195089,9781681195087,3,3.99,Bloomsbury YA,Hardcover,484,2019,2019,10/14/2021,9/21/2021,2021,2021 (#17),read,,,,1,0
42952728,"A Heart So Fierce and Broken (Cursebreakers, #2)",Brigid Kemmerer,"Kemmerer, Brigid",,,,4,3.9,Bloomsbury YA,Hardcover,450,2020,2020,11/8/2021,10/14/2021,2021,2021 (#21),read,,,,1,0
53138253,"A Vow So Bold and Deadly (Cursebreakers, #3)",Brigid Kemmerer,"Kemmerer, Brigid",,1547602589,9781547602582,2,3.8,Bloomsbury,Hardcover,408,2021,2021,11/14/2021,11/8/2021,2021,2021 (#23),read,,,,1,0
60045682,"Defend the Dawn (Defy the Night, #2)",Brigid Kemmerer,"Kemmerer, Brigid",,,9781547610082,0,4.24,Bloomsbury Childrens,ebook,496,2022,2022,,10/17/2022,to-read,to-read (#100),to-read,,,,0,0
50022883,"Defy the Night (Defy the Night, #1)",Brigid Kemmerer,"Kemmerer, Brigid",,1547604670,9781547604678,0,4.17,Bloomsbury YA,ebook,448,2021,2021,,9/29/2022,to-read,to-read (#82),to-read,,,,0,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,,,0,4.16,Riverhead Books,Hardcover,343,2020,2020,,7/26/2022,to-read,to-read (#75),to-read,,,,0,0
23272028,"A Study in Charlotte (Charlotte Holmes, #1)",Brittany Cavallaro,"Cavallaro, Brittany",,0062398903,9780062398901,0,3.76,Katherine Tegen Books,Hardcover,321,2016,2016,,7/12/2017,dnf,dnf (#1),dnf,,,,0,0
62790971,These Gilded Bones May Bloom,C.G. Honer,"Honer, C.G.",,,9798986776200,0,4.5,Lance & Letters Press,Hardcover,350,2023,,,11/20/2022,to-read,to-read (#167),to-read,,,,0,0
58503332,"City of Thorns (The Demon Queen Trials, #1)",C.N. Crawford,"Crawford, C.N.",,,9798545433506,0,3.88, Independently published,Paperback,306,2021,2021,,11/6/2022,to-read,to-read (#130),to-read,,,,0,0
53414230,Open Water,Caleb Azumah Nelson,"Nelson, Caleb Azumah",,0241448778,9780241448779,0,4.07,VIKIN,Hardcover,145,2021,2021,,8/14/2023,to-read,to-read (#229),to-read,,,,0,0
52617662,"Children of Fallen Gods (The War of Lost Hearts, #2)",Carissa Broadbent,"Broadbent, Carissa",,,,5,4.23,,Kindle Edition,636,2021,2021,11/27/2022,11/9/2022,"2022, favorite","2022 (#104), favorite (#1)",read,,,,1,0
51075274,"Daughter of No Worlds (The War of Lost Hearts, #1)",Carissa Broadbent,"Broadbent, Carissa",,0998461938,9780998461939,5,4.08,Carissa Broadbent,Paperback,550,2020,2020,11/11/2022,10/22/2022,"2022, favorite","2022 (#98), favorite (#3)",read,"I ,quite literally, can’t remember a time in which I enjoyed a book this much. ",,,1,0
58303345,"Mother of Death & Dawn (The War of Lost Hearts, #3)",Carissa Broadbent,"Broadbent, Carissa",,,,5,4.43,,Kindle Edition,722,2022,2022,12/5/2022,11/9/2022,"2022, favorite","2022 (#105), favorite (#13)",read,,,,1,0
123368729,Slaying the Vampire Conqueror,Carissa Broadbent,"Broadbent, Carissa",,,,0,4.15,,Kindle Edition,452,2023,2023,,4/11/2023,to-read,to-read (#203),to-read,,,,0,0
62335396,"The Ashes and the Star-Cursed King (Crowns of Nyaxia, #2)",Carissa Broadbent,"Broadbent, Carissa",,,,0,4.2,,Kindle Edition,665,2023,2023,,11/28/2022,to-read,to-read (#208),to-read,,,,0,0
60714999,"The Serpent and the Wings of Night (Crowns of Nyaxia, #1)",Carissa Broadbent,"Broadbent, Carissa",,,,3,4.37,Independently Published,Kindle Edition,532,2022,2022,4/4/2023,10/16/2022,2023,2023 (#10),read,,,,1,0
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,,,0,4.11,St. Martin's Griffin,Paperback,423,2019,2019,,6/3/2021,dnf,dnf (#2),dnf,,,,0,0
23159927,"After the Bridge (The Infernal Devices, #3.5)",Cassandra Clare,"Clare, Cassandra",,,,0,4.36,,ebook,32,2014,2013,9/26/2022,9/26/2022,2022,2022 (#73),read,,,,0,0
31298846,An Illustrated History of Notable Shadowhunters and Denizens of Downworld,Cassandra Clare,"Clare, Cassandra",Cassandra Jean,1471161196,9781471161193,5,4.44,Simon & Schuster Childrens Books,Hardcover,208,2016,2016,10/4/2022,10/4/2022,2022,2022 (#79),read,,,,1,0
23381014,"Angels Twice Descending (Tales from the Shadowhunter Academy, #10)",Cassandra Clare,"Clare, Cassandra",,,,4,4.39,,ebook,96,2015,2015,5/30/2017,5/30/2017,2017,2017 (#38),read,,,,1,0
23381007,"Bitter of Tongue (Tales from the Shadowhunter Academy, #7)",Cassandra Clare,"Clare, Cassandra",Sarah Rees Brennan,,,4,4.22,,Kindle Edition,57,2015,2015,5/30/2017,5/27/2017,2017,2017 (#35),read,,,,1,0
23381012,"Born to Endless Night (Tales from the Shadowhunter Academy, #9)",Cassandra Clare,"Clare, Cassandra",Sarah Rees Brennan,,9781406362930,3,4.5,Walker Books,ebook,120,2015,2015,5/30/2017,5/30/2017,2017,2017 (#37),read,,,,1,0
17699853,"Chain of Gold (The Last Hours, #1)",Cassandra Clare,"Clare, Cassandra",,1481431870,9781481431873,5,4.4,Margaret K. McElderry Books,Hardcover,582,2020,2020,,9/1/2020,owned,owned (#15),read,,,,1,0
17699855,"Chain of Iron (The Last Hours, #2)",Cassandra Clare,"Clare, Cassandra",,140635810X,9781406358100,5,4.44,Walker Books,Hardcover,656,2021,2021,1/14/2022,11/10/2021,"2022, owned","2022 (#8), owned (#21)",read,"5⭐️. if there is a way to rate this book higher I would literally do. Definitely, my favorite read of the year (it's only January, but it will still be very hard to top this book). When I read the first book, James became my favorite character, mainly because he was Will's son, but in this book, he grew so much and I felt for him, to the point that throughout the book I would wait for his point of view part of the chapter. Matthew on the other hand is an exact replica of young will Heronadale which is truly devastating. I knew I'm supposed to feel bad for Grace, and her predicament, but........... Christopher is way toooooo good for her. seriously hated the fact that they might end up together. The last thing, this is definitely the longest I've ever ranted in a review, the miscommunication trope! All James and Coredila needed to do were just talk to each other, if James told her about the bracelet (there is no such thing as a good time, he could just say it anyway) my blood pressure wouldn't be so high, but I guess that the whole point!<br/>P.S. Is it normal to ship a girl with her ghost lover?? Their whole relationship barely made any sense but I still loved them together.",,,1,0
17699859,"Chain of Thorns (The Last Hours, #3)",Cassandra Clare,"Clare, Cassandra",,1406358118,9781406358117,0,4.05,Walker Books,Hardcover,778,2023,2023,,2/26/2022,"to-read, owned","to-read (#34), owned (#89)",to-read,,,,0,0
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,"Clare, Cassandra",,1416914293,9781416914297,3,4.12,Margaret K. McElderry Books,Hardcover,453,2008,2008,,4/23/2016,,,read,,,,1,0
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,1416914285,9781416914280,4,4.08,Margaret K. McElderry Books,Hardcover,485,2007,2007,,4/23/2016,,,read,,,,1,0
6752378,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"Clare, Cassandra",,1442403543,9781442403543,5,4.08,Margaret K. McElderry Books,Hardcover,425,2011,2011,,4/23/2016,,,read,,,,1,0
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",,1416914307,9781416914303,5,4.28,Margaret K. McElderry Books,Hardcover,541,2009,2009,,4/23/2016,owned,owned (#13),read,,,,1,0
8755785,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,"Clare, Cassandra",,1481426303,9781481426305,5,4.39,Margaret K. McElderry Books,Hardcover,725,2014,2014,,4/23/2016,"2016, owned","2016 (#19), owned (#18)",read,,,,1,1
8755776,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,"Clare, Cassandra",,1442416866,9781442416864,4,4.22,Margaret K. McElderry Books,Hardcover,535,2012,2012,,4/23/2016,,,read,,,,1,0
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,1416975861,9781416975861,5,4.31,Margaret K. McElderry Books,Hardcover,479,2010,2010,,4/23/2016,"2016, 2018, 2022, favorite, owned","2016 (#4), 2018 (#21), 2022 (#88), favorite (#6), owned (#80)",read,,,,2,0
10025305,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,"Clare, Cassandra",,1416975888,9781416975885,5,4.43,Margaret K. McElderry Books,Hardcover,498,2011,2011,,4/23/2016,"2016, 2022, favorite","2016 (#17), 2022 (#94), favorite (#5)",read,,,,1,0
18335634,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,"Clare, Cassandra",,1406321346,9781406321340,5,4.56,Walker Books Ltd,Paperback,567,2013,2013,7/23/2016,4/23/2016,"2016, 2022, favorite, owned","2016 (#18), 2022 (#102), favorite (#2), owned (#47)",read,,,,2,1
57170079,Fairy Tale of London,Cassandra Clare,"Clare, Cassandra",,,,0,4.56,,ebook,20,2021,2020,,1/9/2022,,,read,,,,1,0
36314220,Ghosts of the Shadow Market,Cassandra Clare,"Clare, Cassandra","Sarah Rees Brennan, Maureen Johnson, Kelly Link, Robin Wasserman",1406385379,9781406385373,5,4.28,Walker Books,Paperback,617,2019,2019,10/26/2022,1/9/2022,"2022, favorite, owned","2022 (#91), favorite (#4), owned (#49)",read,,,,1,0
25494343,"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,"Clare, Cassandra",,1442468351,9781442468351,5,4.37,Margaret K. McElderry Books,Hardcover,688,2016,2016,6/24/2017,4/23/2016,"2017, owned","2017 (#3), owned (#24)",read,,,,1,1
30312891,"Lord of Shadows (The Dark Artifices, #2)",Cassandra Clare,"Clare, Cassandra",,1442468408,9781442468405,5,4.42,Margaret K. McElderry Books,Hardcover,699,2017,2017,12/13/2017,2/10/2017,"2017, owned","2017 (#23), owned (#39)",read,,,,1,1
24365190,"Nothing but Shadows (Tales from Shadowhunter Academy, #4)",Cassandra Clare,"Clare, Cassandra",Sarah Rees Brennan,,,5,4.42,Margaret K. McElderry Books,Kindle Edition,96,2015,2015,2/13/2017,2/13/2017,2017,2017 (#24),read,,,,1,0
23381006,"Pale Kings and Princes (Tales from the Shadowhunter Academy, #6)",Cassandra Clare,"Clare, Cassandra",Robin Wasserman,,,4,4.27,,ebook,40,2015,2015,5/27/2017,2/13/2017,2017,2017 (#26),read,,,,2,0
13541056,"Queen of Air and Darkness (The Dark Artifices, #3)",Cassandra Clare,"Clare, Cassandra",,,,4,4.34,Margaret K. McElderry Books,Kindle Edition,893,2018,2018,9/1/2020,1/16/2018,owned,owned (#32),read,,,,1,0
36408043,"Son of the Dawn (Ghosts of the Shadow Market, #1)",Cassandra Clare,"Clare, Cassandra",Sarah Rees Brennan,0999570501,9780999570500,5,4.11,Shadow Market Enterprises,ebook,48,2018,2018,4/17/2018,4/11/2018,"2018, owned","2018 (#15), owned (#31)",read,,,,1,0
28954137,Tales from the Shadowhunter Academy,Cassandra Clare,"Clare, Cassandra","Sarah Rees Brennan, Maureen Johnson, Robin Wasserman, Cassandra Jean",1481443259,9781481443258,5,4.32,Margaret K. McElderry Books,Hardcover,655,2016,2016,,5/30/2017,2016,2016 (#63),read,,,,1,0
16303287,The Bane Chronicles,Cassandra Clare,"Clare, Cassandra","Sarah Rees Brennan, Maureen Johnson, Cassandra Jean",1442495995,9781442495999,5,4.1,Margaret K. McElderry Books,Hardcover,507,2014,2014,6/16/2022,4/21/2018,"2022, owned","2022 (#39), owned (#48)",read,,,,1,0
23381005,"The Evil We Love (Tales from the Shadowhunter Academy, #5)",Cassandra Clare,"Clare, Cassandra","Robin Wasserman, Chris Wood",,,3,4.08,,Kindle Edition,91,2015,2015,2/13/2017,2/13/2017,2017,2017 (#25),read,,,,2,0
23381009,"The Fiery Trial (Tales from the Shadowhunter Academy, #8)",Cassandra Clare,"Clare, Cassandra",Maureen Johnson,,,5,4.19,,Kindle Edition,64,2015,2015,5/30/2017,5/30/2017,2017,2017 (#36),read,,,,1,0
13226173,"The Infernal Devices: Clockwork Angel (The Infernal Devices: Manga, #1)",Cassandra Clare,"Clare, Cassandra","Hye-Kyung Baek, Hyekyung Baek",0316200980,9780316200981,5,4.21,Hachette Book Group,Paperback,244,2012,2012,9/25/2022,9/25/2022,"2022, favorite","2022 (#70), favorite (#9)",read,,,,1,0
13226217,"The Infernal Devices: Clockwork Prince (The Infernal Devices: Manga, #2)",Cassandra Clare,"Clare, Cassandra",Hye-Kyung Baek,0316200964,9780316200967,5,4.4,Yen Press,Paperback,260,2013,2013,9/26/2022,9/25/2022,"2022, favorite","2022 (#71), favorite (#8)",read,,,,1,0
13226246,"The Infernal Devices: Clockwork Princess (The Infernal Devices: Manga, #3)",Cassandra Clare,"Clare, Cassandra",Hye-Kyung Baek,0316200972,9780316200974,5,4.45,Yen Press,Paperback,276,2014,2014,9/26/2022,9/26/2022,"2022, favorite","2022 (#72), favorite (#10)",read,,,,1,0
34605974,"The Lost Book of the White (The Eldest Curses, #2)",Cassandra Clare,"Clare, Cassandra",Wesley Chu,1471162095,9781471162091,0,3.98,Simon & Schuster,Hardcover,400,2020,2020,,1/9/2022,to-read,to-read (#26),to-read,,,,0,0
23380998,"The Lost Herondale (Tales from the Shadowhunter Academy, #2)",Cassandra Clare,"Clare, Cassandra","Robin Wasserman, Jack Falahee",,,4,4.13,,ebook,98,2015,2015,1/2/2017,1/1/2017,2017,2017 (#12),read,,,,1,0
35281546,"The Mortal Instruments: The Graphic Novel, Vol. 1 (The Mortal Instruments: Graphic Novel, #1)",Cassandra Clare,"Clare, Cassandra",Cassandra Jean,0316476374,9780316476379,4,4.1,Yen Press,Kindle Edition,208,2017,2017,9/27/2022,9/26/2022,2022,2022 (#74),read,,,,1,0
39857673,"The Mortal Instruments: The Graphic Novel, Vol. 2 (The Mortal Instruments: The Graphic Novel, 2)",Cassandra Clare,"Clare, Cassandra",Cassandra Jean,0316465828,9780316465823,4,4.31,Yen Press,Paperback,208,2018,2018,10/2/2022,9/27/2022,2022,2022 (#76),read,,,,1,0
44781952,"The Mortal Instruments: The Graphic Novel, Vol. 3 (The Mortal Instruments: The Graphic Novel, 3)",Cassandra Clare,"Clare, Cassandra",Cassandra Jean,0316465836,9780316465830,4,4.32,Yen Press,Paperback,192,2019,2019,10/2/2022,10/2/2022,2022,2022 (#77),read,,,,1,0
51313890,"The Mortal Instruments: The Graphic Novel, Vol. 4",Cassandra Clare,"Clare, Cassandra",Cassandra Jean,0316465844,9780316465847,4,4.35,Yen Press,Paperback,218,2020,2020,10/2/2022,10/2/2022,2022,2022 (#78),read,,,,1,0
61237234,"The Mortal Instruments: The Graphic Novel, Vol. 6",Cassandra Clare,"Clare, Cassandra",Cassandra Jean,1975341287,9781975341282,0,4.41,Yen Press,Paperback,218,2022,2022,,12/7/2022,to-read,to-read (#170),to-read,,,,0,0
35297403,"The Red Scrolls of Magic (The Eldest Curses, #1)",Cassandra Clare,"Clare, Cassandra",Wesley Chu,1481495089,9781481495080,5,4.12,Margaret K. McElderry Books,Hardcover,350,2019,2019,2/10/2022,9/1/2020,"2022, owned","2022 (#17), owned (#45)",read,,,,1,0
13568619,The Shadowhunter's Codex,Cassandra Clare,"Clare, Cassandra",Joshua Lewis,,,4,3.92,Simon and Schuster,Hardcover,274,2013,2013,7/31/2022,7/12/2017,"2022, owned","2022 (#59), owned (#50)",read,,,,1,0
57525255,The Whispering Room,Cassandra Clare,"Clare, Cassandra",,,,0,4.59,,ebook,7,2021,,,1/9/2022,to-read,to-read (#27),to-read,,,,0,0
23380999,"The Whitechapel Fiend (Tales from the Shadowhunter Academy, #3)",Cassandra Clare,"Clare, Cassandra","Maureen Johnson, Luke Pasqualino",,,5,4.3,,ebook,98,2015,2015,1/24/2017,1/2/2017,2017,2017 (#13),read,,,,1,0
22428828,"Welcome to Shadowhunter Academy (Tales from the Shadowhunter Academy, #1)",Cassandra Clare,"Clare, Cassandra","Sarah Rees Brennan, Devon Bostick",,,3,4.09,Margaret K. McElderry Books,Kindle Edition,78,2015,2015,1/1/2017,1/1/2017,2017,2017 (#9),read,,,,1,0
58733682,"Twin Crowns (Twin Crowns, #1)",Catherine Doyle,"Doyle, Catherine",Katherine Webber,0063116138,9780063116139,0,3.98,Balzer & Bray,Hardcover,480,2022,2022,,11/17/2022,to-read,to-read (#159),to-read,,,,0,0
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,159420571X,9781594205712,0,3.85,Penguin Press,Hardcover,297,2014,2014,,1/26/2023,to-read,to-read (#183),to-read,,,,0,0
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,0735224293,9780735224292,0,4.08,Penguin Press,Hardcover,338,2017,2017,,1/20/2018,"to-read, owned","to-read (#4), owned (#87)",to-read,,,,0,0
57191885,"The Witch Collector (Witch Walker, #1)",Charissa Weaks,"Weaks, Charissa",,1648980449,9781648980442,0,3.88,City Owl Press,Paperback,343,2021,2021,,11/7/2022,to-read,to-read (#138),to-read,,,,0,0
43553743,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",,,9781509896424,0,3.87,Macmillan Popular Classics,Paperback,363,2018,1859,,2/14/2018,"currently-reading, owned","currently-reading (#1), owned (#77)",currently-reading,,,,1,0
50892212,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,"Gong, Chloe",,1534457690,9781534457690,2,3.87,Margaret K. McElderry Books,Hardcover,449,2020,2020,11/19/2022,11/8/2021,2022,2022 (#100),read,,,,1,0
60527571,"The Cursed And The Broken  (The Cursed Blood, #1)",Chloe Hodge,"Hodge, Chloe",,,,0,3.91,,Hardcover,380,2022,2022,,11/7/2022,to-read,to-read (#139),to-read,,,,0,0
52380731,"Kim Jiyoung, Born 1982",Cho Nam-joo,"Nam-joo, Cho",Jamie Chang,1487006993,9781487006990,4,4.18,Anansi International,Paperback,163,2020,2016,7/19/2023,7/18/2023,2023,2023 (#17),read,,,,1,0
42201431,"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,"Lauren, Christina",,,,2,3.93,Gallery Books,Paperback,432,2019,2019,10/24/2021,9/12/2021,2021,2021 (#18),read,,,,1,0
113436,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,"Paolini, Christopher",,0375826696,9780375826696,0,3.94,Alfred A. Knopf,Paperback,503,2005,2002,,12/29/2022,to-read,to-read (#178),to-read,,,,0,0
57693262,Cleopatra and Frankenstein,Coco Mellors,"Mellors, Coco",,1635576814,9781635576818,0,3.79,Bloomsbury Publishing,Hardcover,384,2022,2022,,1/26/2023,to-read,to-read (#195),to-read,,,,0,0
25111004,9-Nov,Colleen Hoover,"Hoover, Colleen",,1501110349,9781501110344,3,4.17,Atria Books,Paperback,310,2015,2015,1/21/2022,11/10/2021,2022,2022 (#10),read,,,,1,0
38926487,All Your Perfects,Colleen Hoover,"Hoover, Colleen",,1501193325,9781501193323,3,4.08,Atria Books,Paperback,305,2018,2018,7/28/2021,7/27/2021,2021,2021 (#16),read,,,,1,0
22667115,Confess,Colleen Hoover,"Hoover, Colleen",,,,0,4.12,Atria Books,Kindle Edition,321,2015,2015,3/30/2018,3/29/2018,"2018, owned","2018 (#11), owned (#59)",read,,,,1,0
18593175,"Finding Cinderella (Hopeless, #2.5)",Colleen Hoover,"Hoover, Colleen",,,,2,4.02,Atria Books,ebook,130,2013,2013,2/5/2017,2/5/2017,2017,2017 (#21),read,,,,1,0
49018309,"Finding Perfect (Hopeless, #2.6)",Colleen Hoover,"Hoover, Colleen",,,,4,4.16,,Paperback,128,2019,2019,2/3/2022,2/2/2022,2022,2022 (#14),read,,,,1,0
15717943,"Hopeless (Hopeless, #1)",Colleen Hoover,"Hoover, Colleen",,1301949825,9781301949823,2,4.26,,ebook,410,2012,2012,10/23/2016,10/20/2016,2016,2016 (#54),read,,,,1,0
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,,,5,4.21,Atria Books,Kindle Edition,386,2016,2016,12/19/2016,12/18/2016,2016,2016 (#61),read,,,,1,0
17340050,"Losing Hope (Hopeless, #2)",Colleen Hoover,"Hoover, Colleen",,,,2,4.19,Atria Books,Kindle Edition,321,2013,2013,2/4/2017,1/30/2017,2017,2017 (#20),read,,,,1,0
24445517,"Maybe Someday (Maybe, #1)",Colleen Hoover,"Hoover, Colleen",,,,2,4.04,Atria Books,Kindle Edition,385,2014,2014,12/22/2017,12/15/2017,"2017, owned","2017 (#54), owned (#46)",read,,,,1,1
17788401,Ugly Love,Colleen Hoover,"Hoover, Colleen",,,,1,4.09,Atria Books,Kindle Edition,333,2014,2014,1/22/2022,11/8/2021,2022,2022 (#11),read,"1 star. One question. why on earth is this such a popular book? It's seriously an awful one. Tate was a dramatic whiny pathetic fool, the whole book she just lets Miles walk all over her. Even though she already knows what she agreed to she keeps trying to change Miles and finds ways to make him fall for her and cries when he rejects her!!!!!! Regarding Miles, I did feel like he's the main character and his character was far more interesting but he was still in dire need of therapy. The only reason this book got an extra star is because of Miles and Rachel's back story, it was truly sad.",,,1,0
