Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Read Count,Series
55475442,Addicted to You ,Krista Ritchie,"Ritchie, Krista",Becca Ritchie,,,0,3.79,K.B. Ritchie,Kindle Edition,335,2020.0,2013.0,,12/2/2021,dnf,dnf (#3),dnf,,0,"Addicted, #1"
55445159,Pack Up the Moon,Kristan Higgins,"Higgins, Kristan",,0451489489,9780451489487.0,0,4.21,Berkley,Paperback,480,2021.0,2021.0,,10/3/2022,to-read,to-read (#84),to-read,,0,
3236307,Graceling ,Kristin Cashore,"Cashore, Kristin",,,9780152063962.0,2,4.07,Harcourt,Hardcover,471,2008.0,2008.0,2/3/2018,1/20/2018,2018,2018 (#4),read,,1,"Graceling Realm, #1"
53138081,The Four Winds,Kristin Hannah,"Hannah, Kristin",,,,0,4.3,St. Martin's Press,Hardcover,464,2021.0,2021.0,,3/28/2022,to-read,to-read (#38),to-read,,0,
43263516,The Great Alone,Kristin Hannah,"Hannah, Kristin",,1250229537,9781250229533.0,4,4.4,St. Martin's Griffin,Paperback,576,2019.0,2018.0,12/14/2022,7/24/2022,"2022, owned","2022 (#107), owned (#6)",read,,1,
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,0312577222,9780312577223.0,0,4.61,St. Martin's Press,Hardcover,440,2015.0,2015.0,,3/28/2022,to-read,to-read (#39),to-read,,0,
7991200,Angel ,L.A. Weatherly,"Weatherly, L.A.",,1409521966,9781409521969.0,1,3.86,Usborne Publishing Ltd,Paperback,507,2010.0,2010.0,,7/22/2016,,,read,,1,"Angel, #1"
58988311,Curse of Shadows and Thorns ,L.J. Andrews,"Andrews, L.J.",,0578970171,9780578970172.0,0,4.02,Bowker,Paperback,348,2021.0,2021.0,,11/7/2022,dnf,dnf (#6),dnf,This book just put me in a whole month worth of slump! Might give it a chance sometime other time (unlikely,0,"The Broken Kingdoms, #1"
28449207,Strange the Dreamer ,Laini Taylor,"Taylor, Laini",,0316341681,9780316341684.0,0,4.29,"Little, Brown Books for Young Readers",Hardcover,544,2017.0,2017.0,,4/7/2017,to-read,to-read (#2),to-read,,0,"Strange the Dreamer, #1"
61713106,I Fell in Love with Hope,Lancali.,"Lancali., Lancali.",,,9798986599601.0,0,4.04,Lancali LLC,Paperback,402,2022.0,2022.0,,9/29/2022,to-read,to-read (#81),to-read,,0,
32505753,Ash Princess ,Laura Sebastian,"Sebastian, Laura",,1524767069,9781524767068.0,1,3.87,Delacorte Books for Young Readers,Hardcover,432,2018.0,2018.0,11/20/2022,11/13/2022,"2022, owned","2022 (#101), owned (#3)",read,,1,"Ash Princess Trilogy, #1"
62891197,A Strange Hymn ,Laura Thalassa,"Thalassa, Laura",,1728272939,9781728272931.0,0,4.02,Bloom Books,Kindle Edition,385,2022.0,2017.0,,9/30/2023,currently-reading,currently-reading (#4),currently-reading,,1,"The Bargainer, #2"
61269025,Death ,Laura Thalassa,"Thalassa, Laura",,,,2,4.27,,Hardcover,523,2022.0,2021.0,11/1/2022,10/29/2022,2022,2022 (#95),read,,1,"The Four Horsemen, #4"
61269019,Famine ,Laura Thalassa,"Thalassa, Laura",,,,3,4.19,,Hardcover,454,2022.0,2020.0,10/29/2022,10/28/2022,2022,2022 (#93),read,,1,"The Four Horsemen, #3"
61268995,Pestilence ,Laura Thalassa,"Thalassa, Laura",,,,2,3.89,,Hardcover,362,2022.0,2018.0,10/25/2022,10/25/2022,2022,2022 (#90),read,,1,"The Four Horsemen, #1"
25820414,Rhapsodic ,Laura Thalassa,"Thalassa, Laura",,,,1,3.95,Lavabrook Publishing Group,Paperback,326,2016.0,2016.0,9/30/2023,11/6/2022,2023,2023 (#26),read,,1,"The Bargainer, #1"
61269011,War ,Laura Thalassa,"Thalassa, Laura",,,,3,4.05,,Hardcover,467,2022.0,2019.0,10/28/2022,10/25/2022,2022,2022 (#92),read,,1,"The Four Horsemen, #2"
61681786,Final Offer ,Lauren Asher,"Asher, Lauren",,172827222X,9781728272221.0,2,4.27,Bloom Books,Paperback,583,2023.0,2023.0,2/16/2023,11/28/2022,2023,2023 (#4),read,,1,"Dreamland Billionaires, #3"
60438355,Terms and Conditions  ,Lauren Asher,"Asher, Lauren",,,,4,4.17,Lauren Asher,Paperback,496,2022.0,2022.0,3/5/2022,2/13/2022,2022,2022 (#24),read,,1,"Dreamland Billionaires, #2"
57658071,The Fine Print ,Lauren Asher,"Asher, Lauren",,,,4,3.89,,Kindle Edition,450,2021.0,2021.0,12/31/2021,12/2/2021,2021,2021 (#35),read,4⭐️,1,"Dreamland Billionaires, #1"
58172251,Throttled ,Lauren Asher,"Asher, Lauren",,1734258764,9781734258769.0,0,3.83,Lauren Asher,Paperback,369,2020.0,2020.0,,2/26/2022,dnf,dnf (#5),dnf,,0,"Dirty Air, #1"
22299763,Crooked Kingdom ,Leigh Bardugo,"Bardugo, Leigh",,,,5,4.6,Orion Children's Books,Kindle Edition,561,2016.0,2016.0,6/6/2022,2/26/2022,"2022, owned","2022 (#36), owned (#38)",read,,1,"Six of Crows, #2"
43263680,Ninth House ,Leigh Bardugo,"Bardugo, Leigh",,1250313074,9781250313072.0,0,4.04,Flatiron Books,Hardcover,461,2019.0,2019.0,,7/12/2022,"to-read, owned","to-read (#58), owned (#91)",to-read,,0,"Alex Stern, #1"
23437156,Six of Crows ,Leigh Bardugo,"Bardugo, Leigh",,,,5,4.49,Henry Holt & Company,Hardcover,465,2015.0,2015.0,4/15/2022,11/8/2021,"2022, owned","2022 (#33), owned (#55)",read,,1,"Six of Crows, #1"
1751470,Minaret,Leila Aboulela,"Aboulela, Leila",,0747579423,9780747579427.0,5,3.58,Bloomsbury Publishing PLC,Paperback,276,2006.0,2005.0,6/20/2022,6/18/2022,"2022, owned","2022 (#41), owned (#17)",read,,1,
53422971,These Hollow Vows ,Lexi Ryan,"Ryan, Lexi",,,,0,4.01,HMH,Kindle Edition,448,2021.0,2021.0,,2/26/2022,to-read,to-read (#31),to-read,,0,"These Hollow Vows, #1"
58311939,These Twisted Bonds ,Lexi Ryan,"Ryan, Lexi",,0358386586,9780358386582.0,0,4.01,HarperTeen,Hardcover,481,2022.0,2022.0,,10/17/2022,to-read,to-read (#99),to-read,,0,"These Hollow Vows, #2"
20510868,Big Little Lies,Liane Moriarty,"Moriarty, Liane",,,,1,4.31,Berkley,Kindle Edition,465,2014.0,2014.0,3/17/2018,1/16/2018,2018,2018 (#9),read,,1,
45555280,A Tale of Stars and Shadow ,Lisa   Cassidy,"Cassidy, Lisa",,,,0,4.31,Tate House,Paperback,500,2019.0,2019.0,,11/7/2022,to-read,to-read (#146),to-read,,0,"A Tale of Stars and Shadow, #1"
32148570,Before We Were Yours,Lisa Wingate,"Wingate, Lisa",,0425284689,9780425284681.0,0,4.4,Ballantine Books,Hardcover,342,2017.0,2017.0,,1/20/2018,to-read,to-read (#5),to-read,,0,
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel",,,0,4.14,Signet Classics,Mass Market Paperback,449,2004.0,1868.0,,8/30/2020,,,read,,1,
58468990,The Paris Apartment,Lucy Foley,"Foley, Lucy",,0063003058,9780063003057.0,0,3.67,William Morrow,Hardcover,360,2022.0,2022.0,,5/28/2022,to-read,to-read (#47),to-read,,0,
51591631,Lakesedge ,Lyndall Clipstone,"Clipstone, Lyndall",,1250753392,9781250753397.0,1,3.48,Henry Holt and Co. (BYR),Hardcover,384,2021.0,2021.0,10/2/2022,9/24/2022,2022,2022 (#75),read,,1,"World at the Lake's Edge, #1"
53968496,The Prison Healer ,Lynette Noni,"Noni, Lynette",,0358434556,9780358434559.0,0,4.24,Clarion Books,Hardcover,416,2021.0,2021.0,,11/17/2022,"to-read, owned","to-read (#158), owned (#95)",to-read,,0,"The Prison Healer, #1"
55710822,Better than the Movies ,Lynn Painter,"Painter, Lynn",,1534467629,9781534467620.0,3,4.29,Simon & Schuster Books for Young Readers,Hardcover,356,2021.0,2021.0,5/16/2023,4/28/2023,2023,2023 (#15),read,,1,"Better than the Movies, #1"
32874746,If We Were Villains,M.L. Rio,"Rio, M.L.",,,,5,4.19,Flatiron Books,Kindle Edition,370,2017.0,2017.0,4/12/2022,3/28/2022,2022,2022 (#32),read,,1,
35959740,Circe,Madeline Miller,"Miller, Madeline",,0316556343,9780316556347.0,0,4.24,"Little, Brown and Company",Hardcover,393,2018.0,2018.0,,11/10/2021,to-read,to-read (#18),to-read,,0,
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,,,0,4.34,Ecco,Paperback,408,2012.0,2011.0,,9/12/2021,to-read,to-read (#9),to-read,,0,
43890641,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",,1472223799,9781472223791.0,4,4.21,Tinder Press,Hardcover,372,2020.0,2020.0,8/13/2023,1/26/2023,2023,2023 (#19),read,,1,
17378508,"Blue Lily, Lily Blue ",Maggie Stiefvater,"Stiefvater, Maggie",,0545424968,9780545424967.0,4,4.26,Scholastic Press,Hardcover,391,2014.0,2014.0,7/28/2017,7/12/2017,2017,2017 (#44),read,,1,"The Raven Cycle, #3"
38464776,Opal ,Maggie Stiefvater,"Stiefvater, Maggie",,,,2,4.12,Scholastic Inc.,Kindle Edition,42,2018.0,2018.0,3/2/2018,3/2/2018,2018,2018 (#8),read,,1,"The Raven Cycle, #4.5"
17347389,The Dream Thieves ,Maggie Stiefvater,"Stiefvater, Maggie",,0545424941,9780545424943.0,4,4.22,Scholastic Press,Hardcover,439,2013.0,2013.0,5/31/2017,4/20/2017,2017,2017 (#34),read,,2,"The Raven Cycle, #2"
17675462,The Raven Boys ,Maggie Stiefvater,"Stiefvater, Maggie",,0545424925,9780545424929.0,4,4.05,Scholastic Press,Hardcover,409,2012.0,2012.0,4/11/2017,2/14/2017,2017,2017 (#27),read,,1,"The Raven Cycle, #1"
17378527,The Raven King ,Maggie Stiefvater,"Stiefvater, Maggie",,0545424984,9780545424981.0,4,4.26,Scholastic Press,Hardcover,439,2016.0,2016.0,8/2/2017,3/22/2017,2017,2017 (#33),read,,1,"The Raven Cycle, #4"
30969741,An Enchantment of Ravens,Margaret  Rogerson,"Rogerson, Margaret",,1481497588,9781481497589.0,0,3.65,Margaret K. McElderry Books,Hardcover,304,2017.0,2017.0,,2/26/2022,to-read,to-read (#28),to-read,,0,
42201395,Sorcery of Thorns ,Margaret  Rogerson,"Rogerson, Margaret",,1481497618,9781481497619.0,2,4.06,Margaret K. McElderry Books,Hardcover,456,2019.0,2019.0,6/14/2021,6/13/2021,2021,2021 (#12),read,,1,"Sorcery of Thorns, #1"
57605091,All Rhodes Lead Here,Mariana Zapata,"Zapata, Mariana",,,,4,4.32,,Kindle Edition,572,2021.0,2021.0,6/13/2022,12/20/2021,2022,2022 (#38),read,,1,
37683751,From Lukov with Love,Mariana Zapata,"Zapata, Mariana",,,,5,4.26,Mariana Zapata,Paperback,493,2018.0,2018.0,11/18/2021,11/14/2021,2021,2021 (#24),read,,1,
29367958,The Wall of Winnipeg and Me,Mariana Zapata,"Zapata, Mariana",,,,3,4.23,,Kindle Edition,475,2016.0,2016.0,12/5/2021,12/3/2021,2021,2021 (#30),read,,1,
14290364,Champion ,Marie Lu,"Lu, Marie",,0399256776,9780399256776.0,3,4.32,Putnam Juvenile,Hardcover,369,2013.0,2013.0,8/25/2017,7/12/2017,2017,2017 (#48),read,,1,"Legend, #3"
9275658,Legend ,Marie Lu,"Lu, Marie",,,,3,4.16,Putnam Juvenile,Hardcover,305,2011.0,2011.0,6/10/2017,4/23/2016,2017,2017 (#2),read,,1,"Legend, #1"
13414446,Prodigy ,Marie Lu,"Lu, Marie",,0399256768,9780399256769.0,3,4.23,Putnam Juvenile,Hardcover,371,2013.0,2013.0,7/28/2017,7/12/2017,2017,2017 (#47),read,,1,"Legend, #2"
61796738,Stars and Smoke ,Marie Lu,"Lu, Marie",,1250852811,9781250852816.0,0,3.71,Roaring Brook Press,Hardcover,336,2023.0,2023.0,,12/7/2022,to-read,to-read (#171),to-read,,0,"Stars and Smoke, #1"
20443207,The Winner's Crime ,Marie Rutkoski,"Rutkoski, Marie",,0374384711,9780374384715.0,2,4.09,Farrar Straus Giroux ,ebook,416,2015.0,2015.0,1/21/2017,12/7/2016,2017,2017 (#7),read,,1,"The Winner's Trilogy, #2"
16069030,The Winner's Curse ,Marie Rutkoski,"Rutkoski, Marie",,0374384681,9780374384685.0,3,3.95,Farrar Straus Giroux ,ebook,355,2014.0,2014.0,12/7/2016,4/23/2016,2016,2016 (#13),read,,2,"The Winner's Trilogy, #1"
20443235,The Winner's Kiss ,Marie Rutkoski,"Rutkoski, Marie",,0374384738,9780374384739.0,4,4.21," Farrar, Straus and Giroux ",Hardcover,486,2016.0,2016.0,7/8/2017,1/21/2017,2017,2017 (#18),read,,1,"The Winner's Trilogy, #3"
17373145,Gloss ,Marilyn Kaye,"Kaye, Marilyn",,1447223977,9781447223979.0,1,3.61,Pan Macmillan Childrens,Paperback,394,2013.0,2013.0,,7/30/2016,owned,owned (#28),read,,1,"Gloss, #1"
62205160,Ruthless Villains ,Marion Blackwood,"Blackwood, Marion",,,9789198802313.0,0,3.52,Black Dagger Publishing,Paperback,305,2022.0,,,1/24/2023,to-read,to-read (#181),to-read,,0,"Ruthless Villains, #1"
11235712,Cinder ,Marissa Meyer,"Meyer, Marissa",,0312641893,9780312641894.0,3,4.13,Feiwel & Friends,Hardcover,390,2012.0,2012.0,7/26/2016,4/23/2016,2016,2016 (#2),read,,1,"The Lunar Chronicles, #1"
13206828,Cress ,Marissa Meyer,"Meyer, Marissa",,0312642970,9780312642976.0,5,4.41,Feiwel & Friends,Hardcover,552,2014.0,2014.0,10/26/2016,10/25/2016,2016,2016 (#55),read,,1,"The Lunar Chronicles, #3"
59251223,Cursed ,Marissa Meyer,"Meyer, Marissa",,,,0,4.03,Feiwel & Friends,Hardcover,485,2022.0,2022.0,,11/11/2022,to-read,to-read (#151),to-read,,0,"Gilded, #2"
22489107,Fairest ,Marissa Meyer,"Meyer, Marissa",,1250060559,9781250060556.0,4,3.96,Feiwel & Friends,Hardcover,272,2015.0,2015.0,11/1/2016,11/1/2016,2016,2016 (#56),read,,1,"The Lunar Chronicles, #3.5"
56614597,Gilded ,Marissa Meyer,"Meyer, Marissa",,1250618843,9781250618849.0,4,3.9,Feiwel and Friends,Hardcover,502,2021.0,2021.0,11/24/2022,11/21/2022,"2022, owned","2022 (#103), owned (#2)",read,,1,"Gilded, #1"
18584855,Heartless,Marissa Meyer,"Meyer, Marissa",,1250044650,9781250044655.0,5,4.09,Feiwel & Friends,Hardcover,453,2016.0,2016.0,1/27/2017,11/22/2016,"2017, owned","2017 (#6), owned (#22)",read,,1,
28421168,Renegades ,Marissa Meyer,"Meyer, Marissa",,1250044669,9781250044662.0,0,4.14,Feiwel & Friends,Hardcover,552,2017.0,2017.0,8/31/2018,3/3/2017,"2018, owned","2018 (#17), owned (#60)",read,,1,"Renegades, #1"
13206760,Scarlet ,Marissa Meyer,"Meyer, Marissa",,0312642962,9780312642969.0,5,4.25,Feiwel & Friends,Hardcover,454,2013.0,2013.0,9/11/2016,8/30/2016,2016,2016 (#49),read,,1,"The Lunar Chronicles, #2"
13206900,Winter ,Marissa Meyer,"Meyer, Marissa",,0312642989,9780312642983.0,5,4.43,Feiwel & Friends,Hardcover,832,2015.0,2015.0,12/8/2016,11/24/2016,"2016, owned","2016 (#60), owned (#29)",read,,1,"The Lunar Chronicles, #4"
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,,,0,4.39,Alfred A. Knopf,Hardcover,592,2006.0,2005.0,,1/26/2023,to-read,to-read (#186),to-read,,0,
39832183,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"Shaffer, Mary Ann",Annie Barrows,1984801813,9781984801814.0,0,4.19,Dial Press Trade Paperback,Paperback,291,2018.0,2008.0,,10/11/2022,to-read,to-read (#96),to-read,,0,
35796008,Dance of Thieves ,Mary E. Pearson,"Pearson, Mary E.",,1250159016,9781250159014.0,0,4.17,Henry Holt and Co. (BYR),Hardcover,512,2018.0,2018.0,,11/8/2021,to-read,to-read (#10),to-read,,0,"Dance of Thieves, #1"
16429619,The Kiss of Deception ,Mary E. Pearson,"Pearson, Mary E.",,,,0,3.94,Henry Holt,Kindle Edition,492,2014.0,2014.0,,11/10/2021,to-read,to-read (#17),to-read,,0,"The Remnant Chronicles, #1"
24485589,Hunted,Meagan Spooner,"Spooner, Meagan",,,,3,3.88,HarperTeen,Kindle Edition,384,2017.0,2017.0,7/12/2017,1/20/2017,2017,2017 (#17),read,,1,
54304105,Milk Fed,Melissa Broder,"Broder, Melissa",,1982142499,9781982142490.0,0,3.58,Scribner,Hardcover,304,2021.0,2021.0,,1/26/2023,to-read,to-read (#194),to-read,,0,
29868735,Burning Bright ,Melissa McShane,"McShane, Melissa",,,9781620074008.0,0,4.01,Curiosity Quills Press,ebook,318,2016.0,2016.0,,11/6/2022,to-read,to-read (#113),to-read,,0,"The Extraordinaries, #1"
35397790,Archer's Voice,Mia Sheridan,"Sheridan, Mia",,1538727358,9781538727355.0,4,4.26,Forever,Paperback,388,2018.0,2014.0,2/9/2022,12/3/2021,2022,2022 (#16),read,,1,
49203397,These Violent Delights,Micah Nemerever,"Nemerever, Micah",,0062963635,9780062963635.0,0,4.0,Harper,Hardcover,460,2020.0,2020.0,,11/17/2022,to-read,to-read (#162),to-read,,0,
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,0525657746,9780525657743.0,0,4.28,Knopf,Hardcover,256,2021.0,2021.0,,7/26/2022,to-read,to-read (#74),to-read,,0,
50736031,Breasts and Eggs,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd",1609455878,9781609455873.0,0,3.86,Europa Editions,Hardcover,430,2020.0,2019.0,,8/14/2023,to-read,to-read (#226),to-read,,0,
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,,,0,4.33,Grand Central Publishing,Kindle Edition,496,2017.0,2017.0,,10/11/2022,to-read,to-read (#91),to-read,,0,
36429207,Blade & Rose ,Miranda Honfleur,"Honfleur, Miranda",,0999485415,9780999485415.0,0,3.93,Miranda Honfleur Author,Paperback,678,2017.0,2017.0,,11/6/2022,to-read,to-read (#109),to-read,,0,"Blade and Rose, #1"
40026665,No Man Can Tame ,Miranda Honfleur,"Honfleur, Miranda",,1949932028,9781949932027.0,0,3.84,Miranda Honfleur,ebook,357,2018.0,2018.0,,11/6/2022,to-read,to-read (#112),to-read,,0,Dark-Elves of Nightbloom #1
54633167,Lonely Castle in the Mirror,Mizuki Tsujimura,"Tsujimura, Mizuki",,0857527274,9780857527271.0,0,4.29,Doubleday,Hardcover,355,2021.0,2017.0,,8/14/2023,to-read,to-read (#230),to-read,,0,
42815544,Bunny,Mona Awad,"Awad, Mona",,0525559736,9780525559733.0,0,3.54,Viking,Hardcover,307,2019.0,2019.0,,10/9/2022,to-read,to-read (#87),to-read,,0,
60877616,"Really Good, Actually",Monica Heisey,"Heisey, Monica",,0063235412,9780063235410.0,0,3.17,William Morrow,Hardcover,384,2023.0,2023.0,,12/13/2022,to-read,to-read (#173),to-read,,0,
22544764,Uprooted,Naomi Novik,"Novik, Naomi",,0804179034,9780804179034.0,0,4.04,Del Rey,Hardcover,438,2015.0,2015.0,,1/20/2023,dnf,dnf (#8),dnf,,0,
53487148,A Thousand Ships,Natalie Haynes,"Haynes, Natalie",,0063065398,9780063065390.0,0,4.08,Harper,Hardcover,368,2021.0,2019.0,,10/11/2022,to-read,to-read (#92),to-read,,0,
17346553,The Unwanted Wife ,Natasha Anders,"Anders, Natasha",,1477868062,9781477868065.0,2,3.8,Montlake Romance,Kindle Edition,247,2014.0,2012.0,4/23/2022,4/23/2022,2022,2022 (#34),read,,1,"Unwanted, #1"
31451203,Carnivalesque,Neil Jordan,"Jordan, Neil",,1632868148,9781632868145.0,0,2.58,Bloomsbury USA,Hardcover,288,2017.0,2017.0,,3/26/2023,"dnf, owned","dnf (#9), owned (#74)",dnf,,0,
35545737,A Walk to Remember,Nicholas Sparks,"Sparks, Nicholas",,,,2,4.19,Grand Central Publishing ,Kindle Edition,215,2017.0,1999.0,,5/6/2021,2021,2021 (#1),read,,1,
18692431,"Everything, Everything",Nicola Yoon,"Yoon, Nicola",David  Yoon,0553496646,9780553496642.0,2,3.98,Delacorte Books for Young Readers,Hardcover,312,2015.0,2015.0,5/27/2017,2/20/2017,2017,2017 (#28),read,,1,
50729853,Watch Over Me,Nina LaCour,"LaCour, Nina",,0593108973,9780593108970.0,0,3.86,Dutton Books for Young Readers,Hardcover,272,2020.0,2020.0,,7/6/2022,to-read,to-read (#57),to-read,,0,
41951626,Crier's War ,Nina Varela,"Varela, Nina",,0062823965,9780062823960.0,0,4.14,Quill Tree Books,ebook,464,2019.0,2019.0,,7/6/2022,to-read,to-read (#56),to-read,,0,"Crier's War, #1"
55196813,The Maid ,Nita Prose,"Prose, Nita",,,,0,3.79,Ballantine Books,Hardcover,304,2022.0,2022.0,,6/20/2022,to-read,to-read (#51),to-read,,0,"Molly the Maid, #1"
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,0525562028,9780525562023.0,0,4.05,Penguin Press,Hardcover,246,2019.0,2019.0,,10/6/2022,to-read,to-read (#85),to-read,,0,
54208009,Alone With You in the Ether,Olivie Blake,"Blake, Olivie",,,,0,3.89,,Kindle Edition,248,2020.0,2020.0,,5/15/2022,to-read,to-read (#41),to-read,,0,
57912066,The Atlas Paradox ,Olivie Blake,"Blake, Olivie",,,,0,3.61,Tor Books,Kindle Edition,397,2022.0,2022.0,,11/5/2022,to-read,to-read (#104),to-read,,0,"The Atlas, #2"
50520939,The Atlas Six ,Olivie Blake,"Blake, Olivie",,,,0,3.64,,Kindle Edition,556,2020.0,2020.0,,10/17/2022,to-read,to-read (#101),to-read,,0,"The Atlas, #1"
59058504,The Atlas Six ,Olivie Blake,"Blake, Olivie",,1250854512,9781250854513.0,0,3.64,Tor Books,Hardcover,375,2022.0,2020.0,,7/12/2022,to-read,to-read (#61),to-read,,0,"The Atlas, #1"
194746,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,,,0,4.02,New Directions,Paperback,177,1958.0,1948.0,,4/28/2023,to-read,to-read (#212),to-read,,0,
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,,,0,4.12,Random House: Modern Library,Paperback,272,2004.0,1890.0,,8/30/2020,,,read,,1,
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,0525522131,9780525522133.0,0,3.66,Penguin Books,Paperback,289,2019.0,2018.0,,1/26/2023,to-read,to-read (#182),to-read,,0,
51416396,Sea of Ruin ,Pam Godwin,"Godwin, Pam",,,,0,3.97,"Heartbound Media, Inc.",Kindle Edition,467,2020.0,2020.0,,11/6/2022,to-read,to-read (#117),to-read,,0,"Sea of Ruin, #1"
49354511,The Dictionary of Lost Words,Pip Williams,"Williams, Pip",,1925972593,9781925972597.0,0,4.04,Affirm Press,Paperback,384,2021.0,2020.0,,4/19/2023,to-read,to-read (#204),to-read,,0,
59939633,The Night & Its Moon ,Piper C.J.,"C.J., Piper",,,9798985454406.0,0,3.51,"Fawn Storytelling, L.L.C.",Paperback,540,2022.0,2022.0,,7/16/2022,to-read,to-read (#69),to-read,,0,"The Night & Its Moon, #1"
39028290,Shoot the Messenger ,Pippa DaCosta,"DaCosta, Pippa",,0995711321,9780995711327.0,0,3.93,Crazy Ace Publishing,Paperback,322,2018.0,2018.0,,11/6/2022,to-read,to-read (#124),to-read,,0,"Messenger Chronicles, #1"
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,0063021420,9780063021426.0,0,4.23,Harper Voyager,Hardcover,544,2022.0,2022.0,,5/28/2022,"to-read, owned","to-read (#45), owned (#90)",to-read,,0,
45857086,The Burning God ,R.F. Kuang,"Kuang, R.F.",,0008339147,9780008339142.0,5,4.32,Harper Voyager,Hardcover,622,2020.0,2020.0,9/20/2023,7/15/2022,"owned, 2023, favorite","owned (#92), 2023 (#25), favorite (#16)",read,,1,"The Poppy War, #3"
41118857,The Dragon Republic ,R.F. Kuang,"Kuang, R.F.",,,,5,4.39,Harper Voyager,Hardcover,658,2019.0,2019.0,9/11/2023,7/12/2022,"2023, favorite, owned","2023 (#22), favorite (#15), owned (#96)",read,,1,"The Poppy War, #2"
55927316,The Drowning Faith ,R.F. Kuang,"Kuang, R.F.",,,,4,4.53,,ebook,15,2020.0,2020.0,9/13/2023,4/11/2023,2023,2023 (#23),read,,1,"The Poppy War, #2.5"
35068705,The Poppy War ,R.F. Kuang,"Kuang, R.F.",,0062662597,9780062662590.0,5,4.17,Harper Voyager,ebook,545,2018.0,2018.0,10/7/2022,7/15/2022,"2022, favorite","2022 (#81), favorite (#7)",read,,1,"The Poppy War, #1"
59357120,Yellowface,R.F. Kuang,"Kuang, R.F.",,000853277X,9780008532772.0,0,3.89,The Borough Press,Hardcover,329,2023.0,2023.0,,12/13/2022,"to-read, owned","to-read (#175), owned (#85)",to-read,,0,
28441644,Obsessed,R.J. Lewis,"Lewis, R.J.",,,,1,3.77,,Kindle Edition,261,2016.0,2016.0,9/15/2017,9/15/2017,2017,2017 (#52),read,,1,
57282218,Lore Olympus: Volume One ,Rachel  Smythe,"Smythe, Rachel",,0593160290,9780593160299.0,0,4.3,Del Rey,Hardcover,384,2021.0,2021.0,,10/11/2022,to-read,to-read (#89),to-read,,0,"Lore Olympus, #1"
53382168,The Ex Talk,Rachel Lynn Solomon,"Solomon, Rachel Lynn",,0593200128,9780593200124.0,1,3.71,Berkley,Paperback,338,2021.0,2021.0,7/25/2022,11/18/2021,2022,2022 (#57),read,,1,
15745753,Eleanor & Park,Rainbow Rowell,"Rowell, Rainbow",,1250012570,9781250012579.0,2,3.95,St. Martin's Press,Hardcover,328,2013.0,2012.0,,4/23/2016,,,read,,1,
56483061,Gild ,Raven Kennedy,"Kennedy, Raven",,,,2,3.61,Raven Kennedy,Kindle Edition,402,2020.0,2020.0,8/16/2022,2/26/2022,2022,2022 (#62),read,,1,"The Plated Prisoner, #1"
57214537,Gleam ,Raven Kennedy,"Kennedy, Raven",,,,4,4.41,Raven Kennedy,Kindle Edition,613,2021.0,2021.0,9/2/2022,8/19/2022,2022,2022 (#65),read,,1,"The Plated Prisoner, #3"
56530123,Glint ,Raven Kennedy,"Kennedy, Raven",,,,3,4.18,Raven Kennedy,Kindle Edition,479,2021.0,2021.0,9/1/2022,8/16/2022,2022,2022 (#64),read,,1,"The Plated Prisoner, #2"
58159316,Glow ,Raven Kennedy,"Kennedy, Raven",,,,2,4.21,Raven Kennedy,Kindle Edition,705,2022.0,2022.0,9/21/2022,8/19/2022,2022,2022 (#69),read,,1,"The Plated Prisoner, #4"
61314205,Gold ,Raven Kennedy,"Kennedy, Raven",,,,0,4.43,,Kindle Edition,0,2023.0,2023.0,,2/25/2023,to-read,to-read (#200),to-read,,0,"The Plated Prisoner, #5"
60784546,Divine Rivals ,Rebecca   Ross,"Ross, Rebecca",,1250857430,9781250857439.0,0,4.26,Wednesday Books,Hardcover,368,2023.0,2023.0,,8/14/2023,to-read,to-read (#231),to-read,,0,"Letters of Enchantment, #1"
61053829,I Have Some Questions for You,Rebecca Makkai,"Makkai, Rebecca",,0593490142,9780593490143.0,0,3.65,Viking,Hardcover,438,2023.0,2023.0,,4/19/2023,to-read,to-read (#205),to-read,,0,
